

"Cable Connection Report"
"Save Time: 2013/08/26 09:34:40"
"User Name:admin"
""

"Total 605 Records"

"Name","Level/Capacity","Rate (bit/s)","Direction","Source NE","Source Port","Sink NE","Sink Port","Length (km)","Designed Attenuation(EOL)","Fiber/Cable Type","Medium Type","Creation Time","Creator","Maintainer","Remarks","Alarm Severity","Disabled Status","Alarm Generation Time"
f-8,STM-16,--,Two-Fiber Bidirectional,8033-UDN-006_H,13-N3SL16-1(SDH-1),UDN-006,10-S16-1(UDN004),1.0,0.0,Fiber,G.652,2013/01/21 00:11:04,admin,admin,เชื่อมโดยสาย patch-cord,Normal,Enable,-
f-10,STM-16,--,Two-Fiber Bidirectional,8033-UDN-006_H,6-N3SL16-1(SDH-1),UDN-006,9-S16-1(SNK010),1.0,0.0,Fiber,G.652,2013/01/21 00:11:58,admin,admin,-,Normal,Enable,-
f-22,STM-16,--,Two-Fiber Bidirectional,8034-SNK-010_H,6-N3SL16-1(SDH-1),SNK-010,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/22 02:18:34,admin,admin,-,Normal,Enable,-
f-23,STM-16,--,Two-Fiber Bidirectional,8034-SNK-010_H,13-N3SL16-1(SDH-1),SNK-010,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/22 02:18:49,admin,admin,-,Normal,Enable,-
f-26,STM-16,--,Two-Fiber Bidirectional,8034-SNK-010_H,12-N3SL16-1(SDH-1),8033-UDN-006_H,7-N3SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/22 02:26:42,admin,admin,"use core No. 3,4 ( project 2000Km 24 core )",Normal,Enable,-
f-27,10GE_WAN,--,Two-Fiber Bidirectional,8034-SNK-010_H,11-N2PEX1-1(PORT-1),8033-UDN-006_H,8-N2PEX1-1(PORT-1),1.0,0.0,Fiber,G.652,2013/01/22 03:08:43,admin,admin,"use core No. 3,4 ( project 2000Km 24 core )",Normal,Enable,-
f-28,10GE_WAN,--,Two-Fiber Bidirectional,8034-SNK-010_H,8-N2PEX1-1(PORT-1),8035-SNK-006_H,11-N2PEX1-1(PORT-1),1.0,0.0,Fiber,G.652,2013/01/22 03:09:09,admin,admin,-,Normal,Enable,-
f-11,STM-16,--,Two-Fiber Bidirectional,8034-SNK-010_H,7-N3SL16-1(SDH-1),8035-SNK-006_H,12-N3SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/23 01:07:17,admin,admin,-,Normal,Enable,-
f-13,STM-16,--,Two-Fiber Bidirectional,8035-SNK-006_H,6-N3SL16-1(SDH-1),SNK-006,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/23 01:08:30,admin,admin,-,Normal,Enable,-
f-14,STM-16,--,Two-Fiber Bidirectional,8035-SNK-006_H,13-N3SL16-1(SDH-1),SNK-006,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/23 01:08:43,admin,admin,-,Normal,Enable,-
f-16,STM-16,--,Two-Fiber Bidirectional,SNK-001,9-S16-1(SDH-1),8036-SNK-001_H,6-N3SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/24 01:11:28,admin,admin,-,Normal,Enable,-
f-17,STM-16,--,Two-Fiber Bidirectional,SNK-001,10-S16-1(SDH-1),8036-SNK-001_H,13-N3SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/24 01:11:51,admin,admin,-,Normal,Enable,-
f-18,STM-16,--,Two-Fiber Bidirectional,8036-SNK-001_H,12-N3SL16-1(SDH-1),8035-SNK-006_H,7-N3SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/24 01:13:22,admin,admin,-,Normal,Enable,-
f-11,10GE_WAN,--,Two-Fiber Bidirectional,8035-SNK-006_H,8-N2PEX1-1(PORT-1),8036-SNK-001_H,11-N2PEX1-1(PORT-1),1.0,0.0,Fiber,G.652,2013/01/24 02:58:41,admin,admin,-,Normal,Enable,-
f-21,10GE_WAN,--,Two-Fiber Bidirectional,8036-SNK-001_H,8-N2PEX1-1(PORT-1),8037-NPM-018_H,11-N2PEX1-1(PORT-1),1.0,0.0,Fiber,G.652,2013/01/25 00:27:12,admin,admin,-,Normal,Enable,-
f-22,STM-16,--,Two-Fiber Bidirectional,8036-SNK-001_H,7-N3SL16-1(SDH-1),8037-NPM-018_H,12-N3SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/25 00:41:16,admin,admin,-,Normal,Enable,-
f-24,STM-16,--,Two-Fiber Bidirectional,8037-NPM-018_H,6-N3SL16-1(SDH-1),NPM-018,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/25 00:42:04,admin,admin,-,Normal,Enable,-
f-25,STM-16,--,Two-Fiber Bidirectional,8037-NPM-018_H,13-N3SL16-1(SDH-1),NPM-018,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/25 00:42:20,admin,admin,-,Normal,Enable,-
f-13,STM-16,--,Two-Fiber Bidirectional,8038-NPM-002_H,12-N3SL16-1(SDH-1),8037-NPM-018_H,7-N3SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/26 00:50:56,admin,admin,-,Normal,Enable,-
f-14,STM-16,--,Two-Fiber Bidirectional,8038-NPM-002_H,6-N3SL16-1(SDH-1),NPM-002,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/26 00:51:21,admin,admin,-,Normal,Enable,-
f-15,STM-16,--,Two-Fiber Bidirectional,8038-NPM-002_H,13-N3SL16-1(SDH-1),NPM-002,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/26 00:51:46,admin,admin,-,Normal,Enable,-
f-15,10GE_WAN,--,Two-Fiber Bidirectional,8037-NPM-018_H,8-N2PEX1-1(PORT-1),8038-NPM-002_H,11-N2PEX1-1(PORT-1),1.0,0.0,Fiber,G.652,2013/01/26 22:57:53,admin,admin,-,Normal,Enable,-
f-16,STM-16,--,Two-Fiber Bidirectional,8039-MDH-009_H,6-N3SL16-1(SDH-1),MDH-009,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/27 00:18:14,admin,admin,-,Normal,Enable,-
f-17,STM-16,--,Two-Fiber Bidirectional,8039-MDH-009_H,13-N3SL16-1(SDH-1),MDH-009,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/27 00:18:32,admin,admin,-,Normal,Enable,-
f-19,STM-16,--,Two-Fiber Bidirectional,8039-MDH-009_H,12-N3SL16-1(SDH-1),8038-NPM-002_H,7-N3SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/27 00:21:02,admin,admin,-,Normal,Enable,-
f-27,10GE_WAN,--,Two-Fiber Bidirectional,8038-NPM-002_H,8-N2PEX1-1(PORT-1),8039-MDH-009_H,11-N2PEX1-1(PORT-1),1.0,0.0,Fiber,G.652,2013/01/27 00:40:26,admin,admin,-,Normal,Enable,-
f-29,STM-16,--,Two-Fiber Bidirectional,8041_YST-005-H,14-N3SL16-1(SDH-1),8040_AMR-001_H,7-N3SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/29 00:27:04,admin,admin,-,Normal,Enable,-
f-30,STM-16,--,Two-Fiber Bidirectional,8039-MDH-009_H,7-N3SL16-1(SDH-1),8040_AMR-001_H,12-N3SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/29 00:27:30,admin,admin,-,Normal,Enable,-
f-31,STM-16,--,Two-Fiber Bidirectional,8040_AMR-001_H,13-N3SL16-1(SDH-1),AMR-001,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/29 00:27:53,admin,admin,-,Normal,Enable,-
f-32,STM-16,--,Two-Fiber Bidirectional,8040_AMR-001_H,6-N3SL16-1(SDH-1),AMR-001,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2013/01/29 00:28:10,admin,admin,-,Normal,Enable,-
f-33,10GE_WAN,--,Two-Fiber Bidirectional,8039-MDH-009_H,8-N2PEX1-1(PORT-1),8040_AMR-001_H,11-N2PEX1-1(PORT-1),1.0,0.0,Fiber,G.652,2013/01/29 00:28:28,admin,admin,-,Normal,Enable,-
f-34,10GE_WAN,--,Two-Fiber Bidirectional,8040_AMR-001_H,8-N2PEX1-1(PORT-1),8041_YST-005-H,8-N2PEX1-1(PORT-1),1.0,0.0,Fiber,G.652,2013/01/29 00:30:53,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,RET-002,2-OI2S-1(RET-027),RET-027,2-OI2S-1(RET-002),1.0,0.0,Fiber,G.652,2013/01/29 09:55:35,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,RET-027,1-OI2S-1(RET-017),RET-017,1-OI2S-1(RET-017),1.0,0.0,Fiber,G.652,2013/01/29 09:55:44,admin,admin,-,Normal,Enable,-
f-1,STM-4,--,Two-Fiber Bidirectional,TRUE-BRK_3Gs,9-SL4-1(AWN_(AIS_3G)),C-1-2_BTCAIS_POI_Ext.3,18-OSB4-1(Temp),1.0,0.0,Fiber,G.652,2013/02/01 16:49:18,admin,admin,-,Normal,Enable,-
f-2,STM-4,--,Two-Fiber Bidirectional,C-1-2_BTCAIS_POI_Ext.3,17-OSB4-1(SDH-1),C-1-2_BTCAIS_POI_Ext.2,18-OSB4-1(SDH-1),1.0,0.0,Fiber,G.652,2013/02/01 16:49:28,admin,admin,-,Normal,Enable,-
f-31,10GE_WAN,--,Two-Fiber Bidirectional,8029_KKN-015_H,31-N2PEX1-1(PORT-1),RNC_KKN_MSTP-TP,11-N2PEX1-1(PORT-1),1.0,0.0,Fiber,G.652,2013/02/14 14:29:47,admin,admin,"use core No. 63/39,64/40 ( project 96 core central ) BJ core No. 5,6   true 3G  to true-builing           ย้ายไป Core 19/20 (project 3G 24core ) เมื่อ 2 กค.2556",Normal,Enable,-
f-6,STM-4,--,Two-Fiber Bidirectional,TrueH_POI2G_1,18-OSB4-1(SDH-1),NTBAIS_POI2G_2,17-OSB4-1(SDH-1),1.0,0.0,Fiber,G.652,2013/02/18 13:17:24,admin,admin,-,Normal,Enable,-
f-7,STM-4,--,Two-Fiber Bidirectional,NTBAIS_POI2G_2,18-OSB4-1(SDH-1),NTBAIS_POI2G_3,17-OSB4-1(SDH-1),1.0,0.0,Fiber,G.652,2013/02/18 13:17:36,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,RNC_TMV_CAT3Gs_FL.3,3-N1SLQ1-1(Metro Fl2),TRUE_KKN,3-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2013/03/04 14:54:00,admin,admin,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,KKN-015_Ext.1_(3GsHSPA),4-N1SLQ1-3(KKN-040),KKN-040,1-OI2D-2(KKN015 S4P3),1.0,0.0,Fiber,G.652,2013/03/08 15:10:06,admin,admin,"use core No.5,6 ( project kk-changmai 24 Core ) BJ core No.3,4 ( project Ason )",Normal,Enable,-
f-4,STM-1,--,Two-Fiber Bidirectional,RET-017,2-OI2S-1(RET-008),RET-008,2-OI2D-1(RET-017),1.0,0.0,Fiber,G.652,2013/03/11 07:47:39,admin,admin,-,Normal,Enable,-
f-5,STM-1,--,Two-Fiber Bidirectional,KKN-040,1-OI2D-1(KKN-006),KKN-006,1-OI2D-1(KKN-040),1.0,0.0,Fiber,G.652,2013/03/11 15:41:05,admin,admin,"use core No.3,4 ( project 3G CAT&&BFKT 12 core )",Normal,Enable,-
f-8,STM-1,--,Two-Fiber Bidirectional,C-2-Ext.2-BFKT_(OSN3500),1-N1SLQ1-4(RBT_(BRK-NTB)),1048_C2_(RBT 3GHSPA),1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2013/03/15 01:57:51,admin,admin,-,Normal,Enable,-
f-11,STM-1,--,Two-Fiber Bidirectional,KSN-021,13-SL1-1(KSN-023),KSN-023,1-OI2D-1(KSN-023),1.0,0.0,Fiber,G.652,2013/03/18 19:05:27,admin,admin,-,Normal,Enable,-
f-12,STM-1,--,Two-Fiber Bidirectional,KSN-023,1-OI2D-2(KSN-005),KSN-005,1-OI2D-1(KSN-023),1.0,0.0,Fiber,G.652,2013/03/18 19:12:16,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,UDN-021,2-OI2D-1(NLP-007),NLP-007,1-OI2S-1(UDN-021),1.0,0.0,Fiber,G.652,2013/03/21 07:37:48,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,NLP-002,3-OI2D-1(NLP-007),NLP-007,2-OI2S-1(NLP-002),1.0,0.0,Fiber,G.652,2013/03/21 07:39:31,admin,admin,"use core No. 23,24  ( project ASON ) ระหว่างตู้ 1,2",Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,UDN-003,1-OI2S-1(UDN-025),UDN-025,3-OI2S-1(DIR:UDN-003),1.0,0.0,Fiber,G.652,2013/04/02 17:52:24,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,UDN-006_Ext..1,3-N1SLQ1-3(DIR:UDN-014),UDN-014,1-OI2S-1(UDN-006),1.0,0.0,Fiber,G.652,2013/04/02 18:09:56,admin,admin,-,Normal,Enable,-
f-4,STM-1,--,Two-Fiber Bidirectional,KSN-018,2-OI2S-1(KSN-001),KSN-001,2-OI2D-1(KSN-018),1.0,0.0,Fiber,G.652,2013/04/05 10:42:33,admin,admin,-,Normal,Enable,-
f-5,STM-1,--,Two-Fiber Bidirectional,KSN-005,1-OI2D-2(MKM-001),MKM-001,1-OI2D-2(KSN-005),1.0,0.0,Fiber,G.652,2013/04/05 16:40:46,admin,admin,-,Critical,Enable,2012/08/21 22:31:30
f-87,10GE_WAN,--,Two-Fiber Bidirectional,8031-KKN-026_H,8-N2PEX1-1(Port-1),8032-UDN-004_H,11-N2PEX1-1(PORT-1),1.0,0.0,Fiber,G.652,2013/04/17 13:53:05,admin,admin,-,Normal,Enable,-
DWDM_Link No.2,STM-1,--,Two-Fiber Bidirectional,NMA-017,4-N1SLQ1-3(DWDM_Route Link 2),NON-002 (109-C-2-EXT1),3-N1SLQ1-2(SDH-2),1.0,0.0,Fiber,G.652,2013/06/05 10:43:01,admin,admin,-,Normal,Enable,-
f-2,STM-4,--,Two-Fiber Bidirectional,BRK-002 (C-1-2)12floor,7-N1SLD4-1(DIR:AIS/AWN(Metro1050)),C-1-2_BTCAIS_POI_Ext.4,17-OSB4-1(SDH-1),1.0,0.0,Fiber,G.652,2013/07/25 15:10:21,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,SRN-003,11-SL1-1(RET-008),RET-008,1-OI2D-1(SRN-003),1.0,0.0,Fiber,G.652,2011/11/21 06:15:33,Laksiclient,Laksiclient,-,Critical,Enable,2013/08/12 04:56:28
f-2,STM-1,--,Two-Fiber Bidirectional,RET-008,1-OI2D-2(RET-031),RET-031,2-OI2S-1(RET-008),1.0,0.0,Fiber,G.652,2011/11/21 06:15:40,Laksiclient,Laksiclient,-,Normal,Enable,-
f-6,STM-1,--,Two-Fiber Bidirectional,SNK-012,1-OI2S-1(SNK-008),SNK-008,3-OI2D-1(SNK012),1.0,0.0,Fiber,G.652,2011/11/22 08:32:46,admin,admin,-,Normal,Enable,-
f-13,STM-1,--,Two-Fiber Bidirectional,UDN-008_HSPA,1-OI2D-2(UDN022),UDN-022,1-OI2D-1(UDN-008),1.0,0.0,Fiber,G.652,2011/11/24 06:41:02,Laksiclient,Laksiclient,-,Normal,Enable,-
f-8,STM-1,--,Two-Fiber Bidirectional,UDN-022,1-OI2D-2(UDN-002),UDN-002,1-OI2D-1(UDN-022),1.0,0.0,Fiber,G.652,2011/11/24 07:56:49,admin,admin,-,Normal,Enable,-
f-14,STM-1,--,Two-Fiber Bidirectional,UDN-002,1-OI2D-2(UDN015),UDN-015_HSPA,1-OI2D-1(UDN-002),1.0,0.0,Fiber,G.652,2011/11/24 08:21:16,Laksiclient,Laksiclient,-,Normal,Enable,-
f-15,STM-1,--,Two-Fiber Bidirectional,MKM-029,1-OI2D-1(SDH-1),MKM-013,1-OI2S-1(MKM-029),1.0,0.0,Fiber,G.652,2011/11/24 08:55:41,Laksiclient,Laksiclient,-,Normal,Enable,-
f-12,STM-64,--,Two-Fiber Bidirectional,UDN-006_Ext..1,8-N2SL64-1(to DWDM HUAWEI UDUDNO1602-9-LWF(193.10 THz)),225-NMA-017-EXT3,11-N1SL64-1(to DWDM NMNMAO1609-S3-LWF-Port1(192.30 THZ) To UBN: C),1.0,0.0,Fiber,G.652,2011/11/29 23:49:40,admin,admin,NOT Uswed : Via DWDM K.Chatree,Critical,Enable,2012/05/21 16:04:23
f-17,STM-1,--,Two-Fiber Bidirectional,UDN-006_Ext..1,3-N1SLQ1-2(UDN-034),UDN-034,1-OI2S-1(UDN006 Ext 1),1.0,0.0,Fiber,G.652,2011/12/09 03:49:08,Laksiclient,Laksiclient,-,Normal,Enable,-
f-18,STM-1,--,Two-Fiber Bidirectional,UDN-034,2-OI2S-1(UDN025),UDN-025,1-OI2D-1(UDN034),1.0,0.0,Fiber,G.652,2011/12/09 04:31:37,Laksiclient,Laksiclient,-,Normal,Enable,-
f-20,STM-1,--,Two-Fiber Bidirectional,SNK-028,1-OI2D-2(UDN033),UDN-033,2-OI2S-1(SNK028),1.0,0.0,Fiber,G.652,2011/12/14 04:59:20,Laksiclient,Laksiclient,-,Normal,Enable,-
f-22,STM-1,--,Two-Fiber Bidirectional,UDN-025,1-OI2D-2(UDN033),UDN-033,1-OI2S-1(UDN025),1.0,0.0,Fiber,G.652,2011/12/14 06:02:37,Laksiclient,Laksiclient,-,Normal,Enable,-
f-12,STM-1,--,Two-Fiber Bidirectional,KKN-015_Ext.1_(3GsHSPA),4-N1SLQ1-2(KKN005),KKN-005,1-OI2D-1(KKN015-Ext1),1.0,0.0,Fiber,G.652,2011/12/22 06:05:01,admin,admin,"use core No.15,16 ( project kk-chiengmai 24 core ) BJ xxxx   ( project thai-sato )",Normal,Enable,-
f-23,STM-1,--,Two-Fiber Bidirectional,KKN-039_HSPA,2-OI2S-1(KKN030),KKN-030,1-OI2S-1(KKN039),1.0,0.0,Fiber,G.652,2011/12/27 04:46:40,Laksiclient,Laksiclient,"use core No.5,6 ( project kk-ubon 24 core ) BJ ----",Normal,Enable,-
f-4,STM-1,--,Two-Fiber Bidirectional,NMA-062,2-OI2S-1(To-From NMA-002),NMA-002,1-OI2D-2(To-From NMA-062),1.0,0.0,Fiber,G.652,2012/01/10 03:42:56,admin,admin,-,Normal,Enable,-
f-5,STM-1,--,Two-Fiber Bidirectional,NMA-062,1-OI2S-1(To-From NMA-020),NMA-020,16-N1SL1-1(To-From NMA-062),1.0,0.0,Fiber,G.652,2012/01/10 03:48:18,admin,admin,-,Normal,Enable,-
f-24,STM-1,--,Two-Fiber Bidirectional,KKN-030,2-OI2S-1(MKM027),MKM-027,1-OI2S-1(KKN-030),1.0,0.0,Fiber,G.652,2012/01/13 06:12:55,Laksiclient,Laksiclient,"BJ core No. xxxx  ( project thai-sato )  main use core No.5,6 ( project kk-sarakarm 24 core )",Normal,Enable,-
f-26,STM-1,--,Two-Fiber Bidirectional,NKI-008,2-OI2S-1(NKI-014),NKI-014,1-OI2D-1(NKI-008),1.0,0.0,Fiber,G.652,2012/01/16 10:41:49,Laksiclient,Laksiclient,-,Normal,Enable,-
f-27,STM-1,--,Two-Fiber Bidirectional,KKN-005,1-OI2D-2(KKN044),KKN-044,1-OI2S-1(KKN005),1.0,0.0,Fiber,G.652,2012/01/26 08:24:00,Laksiclient,Laksiclient,"use core No.15,16 ( project kk-chiengmai 24 core )          BJ in 1.2 / out 3,4   ( project thai-sato )",Normal,Enable,-
f-12,STM-1,--,Two-Fiber Bidirectional,SNK-027_outdoor,1-OI2D-2(SNK007),SNK-007,1-OI2D-1(SNK-027),1.0,0.0,Fiber,G.652,2012/01/30 07:41:37,Laksiclient,Laksiclient,-,Normal,Enable,-
f-13,STM-1,--,Two-Fiber Bidirectional,KKN-025,1-OI2D-2(KKN-010),KKN-010,1-OI2D-1(KKN-025),1.0,0.0,Fiber,G.652,2012/02/01 04:13:50,Laksiclient,Laksiclient,-,Normal,Enable,-
f-28,STM-1,--,Two-Fiber Bidirectional,KKN-010,1-OI2D-2(KKN-020),KKN-020,1-OI2D-1(KKN-010),1.0,0.0,Fiber,G.652,2012/02/01 05:41:32,Laksiclient,Laksiclient,-,Normal,Enable,-
f-6,STM-1,--,Two-Fiber Bidirectional,NMA-017,2-N1SLQ1-2(To-From NMA-026),NMA-026,2-OI2D-1(To-From NMA-017),1.0,0.0,Fiber,G.652,2012/02/07 01:40:05,admin,admin,-,Normal,Enable,-
f-7,STM-4,--,Two-Fiber Bidirectional,NMA-026,1-OI4-1(To-From NMA-007),NMA-007,1-OI4-1(To-From NMA-026),1.0,0.0,Fiber,G.652,2012/02/07 01:42:52,admin,admin,-,Normal,Enable,-
f-8,STM-4,--,Two-Fiber Bidirectional,NMA-007,2-OI4-1(To-From NMA-006),NMA-006,1-OI4-1(To-From NMA-007),1.0,0.0,Fiber,G.652,2012/02/07 01:44:31,admin,admin,-,Normal,Enable,-
f-9,STM-4,--,Two-Fiber Bidirectional,NMA-006,2-OI4-1(To-From NMA-011),NMA-011,1-OI4-1(To-From NMA-006),1.0,0.0,Fiber,G.652,2012/02/07 01:46:50,admin,admin,-,Normal,Enable,-
f-10,STM-1,--,Two-Fiber Bidirectional,NMA-011,2-OI2D-1(To-From NMA-001),NMA-001,1-OI2S-1(To-From NMA-011),1.0,0.0,Fiber,G.652,2012/02/07 01:49:37,admin,admin,-,Normal,Enable,-
f-11,STM-1,--,Two-Fiber Bidirectional,NMA-001,2-OI2S-1(To-From NMA-022),NMA-022,2-OI2S-1(To-From NMA-001),1.0,0.0,Fiber,G.652,2012/02/07 01:51:38,admin,admin,-,Normal,Enable,-
f-12,STM-1,--,Two-Fiber Bidirectional,NMA-022,1-OI2S-1(To-From NMA-021),NMA-021,15-N1SL1-1(To-From NMA-022),1.0,0.0,Fiber,G.652,2012/02/07 01:52:26,admin,admin,-,Normal,Enable,-
f-30,STM-1,--,Two-Fiber Bidirectional,MKM-006,7-N1SLQ1-1(DIR:MKM-025),MKM-025,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/02/10 04:28:41,Laksiclient,Laksiclient,-,Normal,Enable,-
f-34,STM-1,--,Two-Fiber Bidirectional,NKI-002,1-OI2D-2(SDH-2),NKI-007,1-OI2D-2(SDH-2),1.0,0.0,Fiber,G.652,2012/02/10 06:20:04,Laksiclient,Laksiclient,-,Normal,Enable,-
f-35,STM-1,--,Two-Fiber Bidirectional,UDN-020,1-OI2D-2(SDH-2),UDN-025,2-OI2S-1(UDN-020),1.0,0.0,Fiber,G.652,2012/02/10 06:20:34,Laksiclient,Laksiclient,-,Normal,Enable,-
f-36,STM-1,--,Two-Fiber Bidirectional,NKI-004,2-OI2S-1(SDH-1),NKI-007,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/02/10 06:22:08,Laksiclient,Laksiclient,-,Normal,Enable,-
f-9,STM-4,--,Two-Fiber Bidirectional,C-2-Ext.2-BFKT_(OSN3500),6-N1SLD4-1(SDH-1),1048-C-2_Ext.1_3G,17-OSB4-1(SDH-1),1.0,0.0,Fiber,G.652,2012/02/13 03:43:41,admin,admin,-,Normal,Enable,-
f-10,STM-4,--,Two-Fiber Bidirectional,1048-C-2_Ext.1_3G,18-OSB4-1(SDH-1),1048-C-2_Ext.2_3G,17-OSB4-1(SDH-1),1.0,0.0,Fiber,G.652,2012/02/13 03:46:01,admin,admin,-,Normal,Enable,-
f-11,STM-4,--,Two-Fiber Bidirectional,1048-C-2_Ext.2_3G,18-OSB4-1(SDH-1),1048-C-2_Ext.3_3G,17-OSB4-1(SDH-1),1.0,0.0,Fiber,G.652,2012/02/13 03:46:06,admin,admin,-,Normal,Enable,-
f-12,STM-4,--,Two-Fiber Bidirectional,1048-C-2_Ext.3_3G,18-OSB4-1(SDH-1),C-2-Ext.2-BFKT_(OSN3500),6-N1SLD4-2(SDH-2),1.0,0.0,Fiber,G.652,2012/02/13 03:46:12,admin,admin,-,Normal,Enable,-
f-13,STM-4,--,Two-Fiber Bidirectional,NMA-046,4-SL4-1(To-From NMA-029),NMA-029,2-OI4-1(To-From NMA-046),1.0,0.0,Fiber,G.652,2012/02/16 04:01:53,admin,admin,-,Normal,Enable,-
f-14,STM-4,--,Two-Fiber Bidirectional,NMA-029,1-OI4-1(To-From CPM-005),CPM-005,1-OI4-1(To-From NMA-029),1.0,0.0,Fiber,G.652,2012/02/16 07:23:30,admin,admin,-,Normal,Enable,-
f-16,STM-1,--,Two-Fiber Bidirectional,CPM-020,2-OI2S-1(To-From CPM-025),CPM-025,1-OI2D-1(To-From CPM020),1.0,0.0,Fiber,G.652,2012/02/16 08:47:28,admin,admin,-,Normal,Enable,-
f-18,STM-1,--,Two-Fiber Bidirectional,CPM-010,3-SL1-1(To-From CPM-020),CPM-020,1-OI2S-1(To-From CPM-010),1.0,0.0,Fiber,G.652,2012/02/17 02:02:38,admin,admin,-,Normal,Enable,-
f-19,STM-4,--,Two-Fiber Bidirectional,CPM-010,11-SL4-1(To-From CPM-021),CPM-021,2-OI4-1(To-From CPM-010),1.0,0.0,Fiber,G.652,2012/02/17 05:25:53,admin,admin,-,Normal,Enable,-
f-21,STM-4,--,Two-Fiber Bidirectional,CPM-010,12-SL4-1(To-From CPM-019),CPM-019,1-OI4-1(To-From CPM-010),1.0,0.0,Fiber,G.652,2012/02/17 05:54:24,admin,admin,-,Normal,Enable,-
f-37,STM-1,--,Two-Fiber Bidirectional,MKM-006,7-N1SLQ1-2(DIR:MKM-005),MKM-005,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/02/21 06:34:11,Laksiclient,Laksiclient,-,Normal,Enable,-
f-23,STM-4,--,Two-Fiber Bidirectional,NMA-024,1-OI4-1(To-From NMA-032),NMA-032,2-OI4-1(To-From NMA-024),1.0,0.0,Fiber,G.652,2012/02/22 01:15:58,admin,admin,-,Normal,Enable,-
f-24,STM-4,--,Two-Fiber Bidirectional,NMA-032,1-OI4-1(To-From CPM-019),CPM-019,2-OI4-1(To-From NMA-032),1.0,0.0,Fiber,G.652,2012/02/22 01:16:10,admin,admin,-,Normal,Enable,-
f-25,STM-1,--,Two-Fiber Bidirectional,NMA-021,16-N1SL1-1(To-From NMA-008),NMA-008,1-OI2D-2(To-From NMA-021),1.0,0.0,Fiber,G.652,2012/02/22 01:27:37,admin,admin,-,Normal,Enable,-
f-78,STM-1,--,Two-Fiber Bidirectional,KKN-029_HSPA,1-OI2D-2(KKN042),KKN-042,1-OI2D-1(KKN-029),1.0,0.0,Fiber,G.652,2012/02/28 04:28:10,admin,admin,"use core No. 1,2 ( project thai-sato 24 core )",Normal,Enable,-
f-26,STM-1,--,Two-Fiber Bidirectional,NMA-069,1-OI2D-1(SDH-1),NMA-065_HSPA,3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/03/12 03:29:13,admin,admin,-,Normal,Enable,-
f-27  off system,STM-1,--,Two-Fiber Bidirectional,UBN-038,2-OI2S-1(To-From UBN-042),UBN-042  off system,1-OI2S-1(To-From UBN-038),1.0,0.0,Fiber,G.652,2012/03/21 02:04:19,admin,admin,-,Critical,Enable,2013/08/23 09:57:36
f-28,STM-1,--,Two-Fiber Bidirectional,UBN-011,4-SD1-1(To-From UBN-013),UBN-013,1-OI2S-1(To-From UBN-011),1.0,0.0,Fiber,G.652,2012/03/21 08:10:37,admin,admin,-,Normal,Enable,-
