

"Cable Connection Report"
"Save Time: 2013/08/26 09:34:40"
"User Name:admin"
""

"Total 605 Records"

"Name","Level/Capacity","Rate (bit/s)","Direction","Source NE","Source Port","Sink NE","Sink Port","Length (km)","Designed Attenuation(EOL)","Fiber/Cable Type","Medium Type","Creation Time","Creator","Maintainer","Remarks","Alarm Severity","Disabled Status","Alarm Generation Time"
f-1,STM-1,--,Two-Fiber Bidirectional,RET-007,2-SL1-1(DIR:MKM029(L-1.2)),MKM-029,2-OI2S-1(DIR:RET007(L-1.2)),1.0,0.0,Fiber,G.652,2011/01/10 07:46:40,admin,admin,-,Normal,Enable,-
new MSP,STM-16,--,Two-Fiber Bidirectional,UBN-009,5-S16-1(CDMA2010),1006-UBN-011 Ext1,11-N2SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2010/11/06 17:56:19,admin,admin,-,Normal,Enable,-
new MSP,STM-16,--,Two-Fiber Bidirectional,AMR-001,5-S16-1(CDMA2010),UBN-009,6-S16-1(CDMA2010),1.0,0.0,Fiber,G.652,2010/11/06 16:12:20,admin,admin,-,Normal,Enable,-
new MSP,STM-16,--,Two-Fiber Bidirectional,YST-005,5-S16-1(CDMA2010),AMR-001,6-S16-1(CDMA2010),1.0,0.0,Fiber,G.652,2010/11/04 08:31:19,admin,admin,-,Normal,Enable,-
f-18,STM-4,--,Two-Fiber Bidirectional,BRM-025,2-OI4-1(SDH-1),BRM-017,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2010/10/21 07:48:24,admin,admin,-,Normal,Enable,-
f-17,STM-1,--,Two-Fiber Bidirectional,SNK-005,2-OI2S-1(SNK008),SNK-008,2-OI2D-1(SNK-005),1.0,0.0,Fiber,G.652,2010/10/21 02:15:52,admin,admin,-,Normal,Enable,-
f-15,STM-1,--,Two-Fiber Bidirectional,CPM-002,1-OI2D-1(to CPM-022),CPM-022,1-OI2D-2(to CPM-002),1.0,0.0,Fiber,G.652,2010/10/20 05:36:54,admin,admin,-,Normal,Enable,-
f-4,STM-1,--,Two-Fiber Bidirectional,NMA_DTAC,10-SD1-2(1001)-Cenmary),1001-NMA-017-EXT5,2-N1SLQ1-3(NMA-DTAC)-Cenmary),6.0,0.0,Fiber,G.652,2010/10/13 08:02:20,admin,admin,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,NMA-017,4-N1SLQ1-4(DIR:NMA-DTAC)-Maharat),NMA_DTAC,10-SD1-1(NMA-017)Maharat),7.0,0.0,Fiber,G.652,2010/10/13 08:00:52,admin,admin,-,Normal,Enable,-
new MSP,STM-16,--,Two-Fiber Bidirectional,NMA-021,7-N1SL16-1(SDH-1),BRM-006,6-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2010/10/06 16:29:02,admin,admin,-,Critical,Enable,2013/05/06 12:44:19
new MSP,STM-16,--,Two-Fiber Bidirectional,RET-001,5-S16-1(SDH-1),RET-007,6-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2010/10/06 04:01:23,admin,admin,-,Normal,Enable,-
new MSP,STM-16,--,Two-Fiber Bidirectional,SRN-003,6-S16-1(SDH-1),RET-007,5-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2010/10/06 03:42:28,admin,admin,-,Normal,Enable,-
f-5,STM-4,--,Two-Fiber Bidirectional,RET-007,4-SL4-1(SDH-1),RET-012,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2010/10/06 03:41:37,admin,admin,-,Normal,Enable,-
new MSP,STM-16,--,Two-Fiber Bidirectional,MKM-004,5-S16-1(SDH-1),RET-001,6-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2010/10/05 08:53:33,admin,admin,-,Normal,Enable,-
new MSP,STM-16,--,Two-Fiber Bidirectional,SRN-013,6-S16-1(SDH-1),SRN-003,5-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2010/10/05 08:53:18,admin,admin,-,Normal,Enable,-
new MSP,STM-16,--,Two-Fiber Bidirectional,BRM-006,5-S16-1(SDH-1),MKM-004,6-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2010/10/05 06:03:47,admin,admin,-,Normal,Enable,-
new MSP,STM-16,--,Two-Fiber Bidirectional,SRN-006,7-N1SL16-1(CDMA 2010),SRN-013,5-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2010/10/04 11:44:39,admin,admin,-,Normal,Enable,-
new Link CDMA 2010,STM-64,--,Two-Fiber Bidirectional,NMA-017,7-N1SL64-1(CDMA 2010),1001-NMA-017-EXT5,12-N1SL64-1(CDMA 2010),1.0,0.0,Fiber,G.652,2010/10/04 02:35:01,admin,admin,-,Normal,Enable,-
f-18,STM-16,--,Two-Fiber Bidirectional,C-2-Ext.2-BFKT_(OSN3500),12-N2SL16-1(SDH-1),NON-002 (109-C-2-EXT1),12-N2SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2010/08/24 05:49:22,admin,admin,-,Normal,Enable,-
f-14,STM-1,--,Two-Fiber Bidirectional,C77_Hoh_Puk-Laksi,1-OI2D-1(C-2_(NCC_Fl.2)),NON-002 (109-C-2-EXT1),2-N1SLQ1-1(SDH-1),1.0,0.0,Fiber,G.652,2010/07/01 05:23:37,admin,admin,-,Normal,Enable,-
f-5,STM-1,--,Two-Fiber Bidirectional,DTAC_KKN,1-OI2S-1(KKN015),KKN-015,11-SD1-1(DTAC),1.0,0.0,Fiber,G.652,2010/04/12 04:10:48,Laksiclient,Laksiclient,"use core NO.3,5-3,5(project cdma) to dtac",Normal,Enable,-
f-4,STM-1,--,Two-Fiber Bidirectional,TRUE_KKN,1-OI2S-1(DTAC),DTAC_KKN,2-OI2S-1(DIR:TRUE_FL.2),1.0,0.0,Fiber,G.652,2010/04/12 04:10:43,Laksiclient,Laksiclient,"use core No. 3,5-3,5   /     to true building",Normal,Enable,-
f-1,STM-4,--,Two-Fiber Bidirectional,MDH-009,11-SL4-1(SDH-1),MDH-003,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2010/02/25 07:02:17,Laksiclient,Laksiclient,-,Normal,Enable,-
MW,STM-1,--,Two-Fiber Bidirectional,KSN-021,3-SD1-1(MW KSN025),KSN-025,1-OI2S-1(MW KSN021),1.0,0.0,Fiber,G.652,2009/12/19 05:30:56,Laksiclient,Laksiclient,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,SNK-010,4-SL1-1(SNK026),SNK-026,1-OI2S-1(SNK026),1.0,0.0,Fiber,G.652,2009/12/19 04:33:34,Laksiclient,Laksiclient,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,NKI-005,12-SD1-2(NKI-025),NKI-025,8-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2009/11/26 00:43:46,Laksiclient,Laksiclient,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,NKI-005,12-SD1-1(NKI-008),NKI-008,1-OI2S-1(NKI-005),1.0,0.0,Fiber,G.652,2009/11/20 06:51:34,Laksiclient,Laksiclient,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,NLP-004,1-OI2S-1(SDH-1),UDN-016_HSPA,4-SL1-1(SDH-1),1.0,0.0,Fiber,G.652,2009/11/17 01:43:56,Laksiclient,Laksiclient,-,Normal,Enable,-
MW,STM-1,--,Two-Fiber Bidirectional,KSN-002,1-OI2D-1(MW RET-006),RET-006,3-OI2D-1(MW KSN002),1.0,0.0,Fiber,G.652,2009/11/06 04:26:18,Laksiclient,Laksiclient,-,Critical,Enable,2013/05/30 12:53:04
f-2,STM-1,--,Two-Fiber Bidirectional,NKI-003,1-OI2S-1(UDN-021),UDN-021,1-OI2D-2(NKI-003),1.0,0.0,Fiber,G.652,2009/11/05 08:13:08,Laksiclient,Laksiclient,-,Normal,Enable,-
M/W,STM-1,--,Two-Fiber Bidirectional,NKI-003,2-OI2S-1(NKI-005),NKI-005,3-SL1-1(NKI-003),1.0,0.0,Fiber,G.652,2009/11/05 08:13:03,Laksiclient,Laksiclient,M/W,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,NKI-010_HSPA,1-OI2D-2(SDH-2),NKI-012,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2009/11/05 05:31:29,Laksiclient,Laksiclient,"use core No. 1,4   (project CDMA)    change use core No. 11,12   ( project Ason 31กค.56 / อรรณพ )",Normal,Enable,-
f-88,STM-4,--,Two-Fiber Bidirectional,RET-007,11-SL4-1(SDH-1),RET-023,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/30 04:56:10,admin,admin,-,Normal,Enable,-
f-89,STM-4,--,Two-Fiber Bidirectional,RET-006,2-OI4-1(SDH-1),RET-009,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/30 04:55:37,admin,admin,-,Normal,Enable,-
f-90,STM-4,--,Two-Fiber Bidirectional,RET-006,1-OI4-1(SDH-1),RET-012,2-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/30 04:55:37,admin,admin,-,Normal,Enable,-
f-91,STM-4,--,Two-Fiber Bidirectional,RET-003,1-OI4-1(SDH-1),RET-014,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/30 04:55:37,admin,admin,-,Normal,Enable,-
f-92,STM-4,--,Two-Fiber Bidirectional,RET-009,2-OI4-1(SDH-1),RET-014,2-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/30 04:55:37,admin,admin,-,Normal,Enable,-
f-93,STM-4,--,Two-Fiber Bidirectional,RET-023,2-OI4-1(SDH-1),RET-022,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/30 04:55:37,admin,admin,-,Normal,Enable,-
f-94,STM-4,--,Two-Fiber Bidirectional,RET-003,2-OI4-1(SDH-1),RET-022,2-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/30 04:55:37,admin,admin,-,Critical,Enable,2013/05/07 07:19:25
f-4,STM-1,--,Two-Fiber Bidirectional,SNK-005,1-OI2S-1(SNK010),SNK-010,3-SL1-1(SNK005),1.0,0.0,Fiber,G.652,2009/09/24 15:11:47,cdma1234,cdma1234,"use core No. 13,14 ( Project cat2000Km )",Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,KSN-009,1-OI2S-1(KSN-002),KSN-002,1-OI2D-2(KSN-009),1.0,0.0,Fiber,G.652,2009/09/24 15:09:55,cdma1234,cdma1234,"use core No. 1,2 ( project CDMA )",Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,NKI-005,4-SL1-1(NKI-010),NKI-010_HSPA,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/03/18 09:42:04,admin,admin,-,Normal,Enable,-
f-12,STM-1,--,Two-Fiber Bidirectional,NKI-021,2-OI2S-1(UDN-021),UDN-021,2-OI2D-2(NKI-021),1.0,0.0,Fiber,G.652,2011/05/03 01:15:58,admin,admin,"UDN021-NKI003-NKI021   use core No.6,9 (project CDMA) patch 18,24 ( project Ason )",Normal,Enable,-
f-7,STM-1,--,Two-Fiber Bidirectional,NKI-005,13-SD1-1(NKI-023),NKI-023,1-OI2D-1(NKI-005),1.0,0.0,Fiber,G.652,2011/05/11 07:25:12,admin,admin,"use core No.23,24 ason",Normal,Enable,-
f-8,STM-1,--,Two-Fiber Bidirectional,KKN-048,3-OI2D-2(DIR:KKN-039),KKN-039_HSPA,1-OI2S-1(KKN048),1.0,0.0,Fiber,G.652,2011/05/12 01:34:14,admin,admin,"use core No.5,6 ( project CDMA 12 core KKN048-KKN041 )",Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,NKI-023,1-OI2D-2(NKI-024),NKI-024,1-OI2D-1(NKI-023),1.0,0.0,Fiber,G.652,2011/05/12 07:48:52,admin,admin,"use core No.ason 23,24",Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,NKI-024,1-OI2D-2(NKI-006),NKI-006,1-OI2D-1(NKI-024),1.0,0.0,Fiber,G.652,2011/05/12 08:23:43,admin,admin,"use core No.23,24 ason",Normal,Enable,-
f-7,STM-4,--,Two-Fiber Bidirectional,KKN-015,12-SL4-1(SDH-1),KKN-015_Ext.1_(3GsHSPA),14-N1SL4-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/11 09:16:01,admin,admin,patch coard  5 th floor,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,NKI-025,8-SL1D-2(SDH-2),NKI0002_TMV,3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/15 09:25:55,admin,admin,-,Normal,Enable,-
f-2,STM-4,--,Two-Fiber Bidirectional,KKN-015_Ext.1_(3GsHSPA),6-N1SL4-1(DIR:KKN-046),KKN-046_HSPA,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/17 06:31:20,admin,admin,"use core 1,6 ( project CDMA 12 core )",Normal,Enable,-
f-3,STM-4,--,Two-Fiber Bidirectional,KKN-046_HSPA,8-SL4D-2(SDH-2),KKN-014_HSPA,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/17 06:47:32,admin,admin,"use core No. 11,12 ( project CDMA 12 core )",Normal,Enable,-
f-4,STM-4,--,Two-Fiber Bidirectional,KKN-014_HSPA,8-SL4D-2(SDH-2),KKN-043_HSPA,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/17 08:36:30,admin,admin,"use core No.2,3 ( project CDMA 12 core )",Normal,Enable,-
f-8,STM-16,--,Two-Fiber Bidirectional,NKI-005,6-S16-1(SDH-1),UDN-006_Ext..1,7-N1SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/17 12:21:34,admin,admin,-,Normal,Enable,-
f-7,STM-16,--,Two-Fiber Bidirectional,UDN-006,11-S16-1(SDH-1),UDN-006_Ext..1,13-N1SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/20 02:51:16,admin,admin,-,Normal,Enable,-
f-8,STM-4,--,Two-Fiber Bidirectional,KKN-043_HSPA,8-SL4D-2(SDH-2),KKN-011_HSPA,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/20 05:17:14,admin,admin,"use core No.5,6 ( project CDMA 12 core )",Normal,Enable,-
f-9,STM-4,--,Two-Fiber Bidirectional,KKN-011_HSPA,8-SL4D-2(SDH-2),KKN-013_HSPA,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/20 05:17:22,admin,admin,"use core No.5,6 ( project CDMA 12 core ) ระยะ 12.5 Km",Normal,Enable,-
f-10,STM-4,--,Two-Fiber Bidirectional,KKN-013_HSPA,8-SL4D-2(SDH-2),KKN-012_HSPA,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/20 05:17:30,admin,admin,"use core No.9,10 ( project CDMA 12 core ) ระยะ 5.75 Km ใช้",Normal,Enable,-
f-11,STM-4,--,Two-Fiber Bidirectional,KKN-012_HSPA,8-SL4D-2(SDH-2),KKN-048_HSPA,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/20 05:17:37,admin,admin,"use core No4,6 ( project CDMA 12 core )",Normal,Enable,-
24 Core,STM-64,--,Two-Fiber Bidirectional,RNC_TMV_CAT3Gs_FL.3,11-N1SL64-1(SDH-1),KKN-015_Ext.1_(3GsHSPA),8-N2SL64-1(SDH-1),5.0,3.0,Fiber,G.652,2011/06/20 09:38:16,admin,admin,"ชั้น5 Core 9,10 ( cable 48 C ชั้น5-ชั้น3 ) / ชั้น3 Core 7,8 ( cable สค1-สค.2 ) / core 7,8 ( cable เทศบาล-จิตรดา ) จิตรดา/ core  (4,6)( cable CDMA- BJ True ) 8.25 Km",Normal,Enable,-
f-14,STM-64,--,Two-Fiber Bidirectional,KKN-015_Ext.1_(3GsHSPA),11-N2SL64-1(SDH-1),RNC_TMV_CAT3Gs_FL.3,8-N2SL64-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/20 09:38:25,admin,admin,"Use core No.91,92  ( ชั้น3 project สค.ขอนแก่น ใตัดิน 96 Core)  /  เชื่อมต่อ Drop-wire เข้า True-Building Core No.1,2   / ย้ายไป core 63,64 ( project 96 core )",Normal,Enable,-
f-3,STM-4,--,Two-Fiber Bidirectional,KKN-015_Ext.1_(3GsHSPA),13-N1SLD4-1(SDH-1),KKN-048_HSPA,8-SL4D-2(SDH-2),1.0,0.0,Fiber,G.652,2011/06/21 08:14:58,admin,admin,"use core No4,6 ( project CDMA 12 core )",Normal,Enable,-
f-14,STM-1,--,Two-Fiber Bidirectional,UDN-006_Ext..1,4-N1SL1-1(NE1825_UDN-006_Ext.1),UDN-006_Ext.1(HSPA),3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/24 08:47:24,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,KKN1924_TMV,3-SL1D-1(SDH-1),KKN-004_GW_ID1418_No.1,12-SL1-1(TO KKN1924 True Move),1.0,0.0,Fiber,G.652,2011/06/27 09:06:15,admin,admin,use core No.41.42 (project Ason 48 core ) 7200 Meter,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,KKN1924_TMV,3-SL1D-2(SDH-2),KKN-028_HSPA,1-OI2S-1(TO KKN1924 True Move),1.0,0.0,Fiber,G.652,2011/06/27 09:06:22,admin,admin,"use core 41,42 ( project ason 48 core )",Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,KKN-007,12-SD1-1(KKN0056),KKN0056_TMV-cancel,3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/28 06:56:09,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,KKN-015_Ext.1_(3GsHSPA),3-N1SLQ1-4(KKN-029),KKN-029_HSPA,1-OI2D-1(KKN015),1.0,0.0,Fiber,G.652,2011/06/28 08:03:24,admin,admin,"use core 47,48(71,72) project kk-banpai 48 core BJ xxxx",Normal,Enable,-
f-4,STM-1,--,Two-Fiber Bidirectional,KKN-048,3-OI2D-1(DIR:KKN-047),KKN-047_HSPA,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/29 03:06:42,admin,admin,"use core No.1,2 ( project CDMA 12 core )",Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,NKI-006,1-OI2D-2(NKI-022),NKI-022,1-OI2D-1(NKI-006),1.0,0.0,Fiber,G.652,2011/06/29 03:18:51,admin,admin,"use core No.23,24 ason",Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,NKI-022,1-OI2D-2(NKI-004),NKI-004,1-OI2S-1(NKI-022),1.0,0.0,Fiber,G.652,2011/06/29 03:18:57,admin,admin,"use core No.23,24 ason",Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,KKN-013,3-OI2S-1(SDH-1),KKN-041_HSPA,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/29 07:11:20,admin,admin,"use core No.1,3 ( project CDMA 12 core )",Normal,Enable,-
f-5,STM-4,--,Two-Fiber Bidirectional,UDN-010_HSPA(60),1-OI4D-2(SDH-2),UDN-012_HSPA,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/30 02:56:23,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,UDN-036_HSPA,1-OI2S-1(UDN-010),UDN-010_HSPA(60),2-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/30 04:01:10,admin,admin,-,Normal,Enable,-
f-1,STM-4,--,Two-Fiber Bidirectional,UDN-039_HSPA(60),2-OI4-1(SDH-1),UDN-010_HSPA(60),1-OI4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/06/30 05:48:01,admin,admin,-,Normal,Enable,-
f-2,STM-16,--,Two-Fiber Bidirectional,C-2-Ext.2-BFKT_(OSN3500),7-N2SL16-1(SDH-1),TRUE-MTG_FL.1_3G,6-S16-1(DIR:NCC_(B4-Fl.5)),1.0,0.0,Fiber,G.652,2011/07/08 11:44:23,admin,admin,-,Normal,Enable,-
f-35,STM-4,--,Two-Fiber Bidirectional,UDN-030,1-OI4D-1(UDN-006),UDN-006_Ext..1,6-N1SL4-1(UDN-030),1.0,0.0,Fiber,G.652,2011/07/11 02:58:51,admin,admin,-,Normal,Enable,-
f-13,STM-4,--,Two-Fiber Bidirectional,NMA-010_HSPA,11-SL4-1(SDH-1),NMA-050_HSPA,8-SL4D-2(SDH-2),1.0,0.0,Fiber,G.652,2011/07/11 04:02:31,admin,admin,-,Normal,Enable,-
f-14,STM-4,--,Two-Fiber Bidirectional,NMA-050_HSPA,8-SL4D-1(SDH-1),NMA-049_HSPA,8-SL4D-2(SDH-2),1.0,0.0,Fiber,G.652,2011/07/11 04:02:54,admin,admin,-,Normal,Enable,-
f-15,STM-4,--,Two-Fiber Bidirectional,NMA-049_HSPA,8-SL4D-1(SDH-1),NMA-051_HSPA,8-SL4D-2(SDH-2),1.0,0.0,Fiber,G.652,2011/07/11 04:03:08,admin,admin,-,Normal,Enable,-
f-16,STM-4,--,Two-Fiber Bidirectional,NMA-051_HSPA,8-SL4D-1(SDH-1),NMA-064_HSPA,8-SL4D-2(SDH-2),1.0,0.0,Fiber,G.652,2011/07/11 04:03:14,admin,admin,-,Normal,Enable,-
f-17,STM-4,--,Two-Fiber Bidirectional,NMA-064_HSPA,8-SL4D-1(SDH-1),NMA-052_HSPA,8-SL4D-2(SDH-2),1.0,0.0,Fiber,G.652,2011/07/11 04:03:23,admin,admin,-,Normal,Enable,-
f-18,STM-4,--,Two-Fiber Bidirectional,NMA-052_HSPA,8-SL4D-1(SDH-1),NMA-065_HSPA,8-SL4D-2(SDH-2),1.0,0.0,Fiber,G.652,2011/07/11 04:03:31,admin,admin,-,Normal,Enable,-
f-19,STM-4,--,Two-Fiber Bidirectional,NMA-065_HSPA,8-SL4D-1(SDH-1),NMA-010_HSPA,12-SL4-1(SDH-1),1.0,0.0,Fiber,G.652,2011/07/11 04:03:37,admin,admin,-,Normal,Enable,-
f-38,STM-4,--,Two-Fiber Bidirectional,NLP-002,1-OI4D-1(UDN030),UDN-030,1-OI4D-2(NLP-002),1.0,0.0,Fiber,G.652,2011/07/11 04:23:25,admin,admin,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,UBN-004,12-SD1-1(SDH-1),UBN-046,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/07/12 01:33:26,admin,admin,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,UDN-008_HSPA,1-OI2D-1(UDN-006_Ext.1),UDN-006_Ext..1,3-N1SLQ1-1(UDN-008),1.0,0.0,Fiber,G.652,2011/07/15 03:23:43,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,UDN-004_HSPA,14-SL1-1(UDN-015),UDN-015_HSPA,1-OI2D-2(UDN-004),1.0,0.0,Fiber,G.652,2011/07/15 03:40:39,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,KKN-055_HSPA,3-SL1D-1(DIR:KKN015),KKN-015_Ext.1_(3GsHSPA),3-N1SLQ1-1(central),1.0,0.0,Fiber,G.652,2011/07/27 02:16:21,admin,admin,"use core No. 85,86 ( project duct-cable 96 core ) BJ cable-central core No.xxxxx ( cable Branch to central kk )",Normal,Enable,-
Link_HSPA_Over DWDM Khonkaen-Udonthani Wavelength(193.10 THz),STM-16,--,Two-Fiber Bidirectional,KKN-015_Ext.1_(3GsHSPA),7-N1SL16-1(to KKKKNO1608-Slot1-TMX-Port2 (DWDM Huawei 193.10 THz)),UDN-006_Ext..1,12-N1SL16-1(UDUDNO1602-Slot1-TMX-Port2 (DWDM Huawei 193.10THz)),1.0,0.0,Fiber,G.652,2011/07/27 07:33:43,admin,admin,Via_DWDM,Normal,Enable,-
Link_HSPA_DWDM,STM-16,--,Two-Fiber Bidirectional,225-NMA-017-EXT3,7-N1SL16-1(to NMNMAO1602-13-LWC1-Port1(193.40 THz)),KKN-015_Ext.1_(3GsHSPA),12-N1SL16-1(KKKKNO1608-1-TMX-Port1(193.10THz)),1.0,0.0,Fiber,G.652,2011/07/27 07:36:05,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,KKN-015_Ext.1_(3GsHSPA),3-N1SLQ1-3(KKN-038),KKN-038_HSPA,1-OI2D-1(KKN-015 Ext1),1.0,0.0,Fiber,G.652,2011/08/01 06:00:22,admin,admin,"use core No. 47,48 ( project kk-nonsaard-udon 48 core )",Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,KKN-038_HSPA,1-OI2D-2(KKN-0059),KKN0059,3-SL1D-1(KKN038),1.0,0.0,Fiber,G.652,2011/08/01 06:00:30,admin,admin,"use core No. 47,48 ( project kk-nonsaard-udon 48 core )",Normal,Enable,-
f-14,STM-4,--,Two-Fiber Bidirectional,NMA-015_HSPA,8-SL4D-1(SDH-1),NMA-059_1416,8-SL4D-2(SDH-2),1.0,0.0,Fiber,G.652,2011/08/02 06:51:57,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,KSN-004,3-OI2D-1(KSN-020),KSN-020,1-OI2D-2(KSN-004),1.0,0.0,Fiber,G.652,2011/08/02 12:10:44,admin,admin,"use core no.1,2 ( Project CDMA 12 core )",Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,NMA-047,12-SD1-1(To-From NMA-073),NMA-073_outdoor,1-OI2D-1(To-From NMA-047),1.0,0.0,Fiber,G.652,2011/08/02 12:42:54,admin,admin,-,Normal,Enable,-
f-2,STM-4,--,Two-Fiber Bidirectional,224-NMA-017-EXT2,7-N1SLD4-1(DIR:NMA053_HSPA)P1),NMA-053_HSPA,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/02 13:17:38,admin,admin,-,Normal,Enable,-
f-3,STM-4,--,Two-Fiber Bidirectional,NMA-053_HSPA,8-SL4D-2(SDH-2),NMA-009_HSPA,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/02 13:17:49,admin,admin,-,Normal,Enable,-
f-4,STM-4,--,Two-Fiber Bidirectional,NMA-009_HSPA,8-SL4D-2(SDH-2),NMA-012_HSPA,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/02 13:18:02,admin,admin,-,Normal,Enable,-
f-5,STM-4,--,Two-Fiber Bidirectional,NMA-012_HSPA,8-SL4D-2(SDH-2),NMA-061_HSPA,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/02 13:18:09,admin,admin,-,Normal,Enable,-
f-6,STM-4,--,Two-Fiber Bidirectional,NMA-061_HSPA,8-SL4D-2(SDH-2),NMA-059_1416,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/02 13:19:59,admin,admin,-,Normal,Enable,-
f-7,STM-4,--,Two-Fiber Bidirectional,NMA-015_HSPA,8-SL4D-2(SDH-2),224-NMA-017-EXT2,12-N1SLD4-1(DIR:NMA015_HSPA)P2),1.0,0.0,Fiber,G.652,2011/08/02 13:20:06,admin,admin,-,Normal,Enable,-
f-8,STM-1,--,Two-Fiber Bidirectional,SRN-006,3-N1SL1-1(SDH-1),SRN-032,8-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/04 03:49:12,admin,admin,-,Critical,Enable,2013/06/08 00:59:24
f-9,STM-1,--,Two-Fiber Bidirectional,224-NMA-017-EXT2,6-N1SLQ1-2(To NMA-025),NMA-025_HSPA,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/04 03:58:21,admin,admin,-,Normal,Enable,-
